year,title,romanised_title,aka,publishers,year_release,region,platform,rating,consumer_advice,more_info
2020,SINGULARITY (ZERO LATENCY VR),SINGULARITY (ZERO LATENCY VR),na,ZERO LATENCY VR,2017,AUS,"Others, please specify",General,na,na
2020,???? 10000+ ?????,NANPURE 10000+ PUZZLE NO MADO,na,SUCCESS,2020,ASIA,Nintendo Switch,General,na,na
2020,CONSTRUCTION MACHINES SIMULATOR,CONSTRUCTION MACHINES SIMULATOR,na,SIMFABRIC,2020,US,Nintendo Switch,General,na,na
2020,DCL - THE GAME,DCL - THE GAME,DCL - DRONE CHAMPIONSHIP LEAGUE,THQ NORDIC,2020,EURO,"PC,Sony Playstation 4,Xbox One",General,na,na
2020,TERMINATOR: RESISTANCE,TERMINATOR: RESISTANCE,na,SEGA / REEF ENTERTAINMENT,2019,"ASIA,EURO","Sony Playstation 4,Xbox One,Xbox One X",Mature 18,Sexual Scenes and Violence,"Set in a post-apocalyptic future, “Terminator: Resistance” is a first-person shooter game where players assume the role of Private Jacob Rivers. As the sole survivor of his Resistance unit, he must fight against Terminators and other robotic machines in order to save mankind.

The game is rated M18 for sexual scenes and violence. 

Played from a first-person perspective, the player controls Jacob Rivers to explore and infiltrate various hostile locations as he goes on his missions. These include rescuing resistance fighters and civilians, retrieving items and intelligence, and destroying targets. Rivers will be assigned side tasks by the various characters he meets throughout the game. Completing missions progresses the storyline, and allows the player to upgrade Rivers’ skillsets and abilities. Also, there are multiple endings to the game which are dependent on the player’s choices during gameplay.

There are sustained depictions of violence during combat. Rivers can use a variety of firearms such as machine guns, shotguns, laser rifles, rocket launchers or explosives, and hack into various machinery. Most enemies encountered are robotic enemies like terminators and drones. When robotic enemies take on damage, a burst of sparks occur before they explode. There are a few depictions of violence towards human characters which include a man being shot in the head with visible bloodletting; and a cinematic cut scene of a man being shot in the stomach at close range by a terminator with no visible bloodletting. The player may encounter bloody corpses, sometimes with visible wounds on their bodies and impaled by a metal bar, while exploring various locations.

During the course of the game, Rivers is able to engage in romantic relationships with female characters after gaining sufficient rapport and trust with them. It will eventually result in Rivers having sex with the character, with audible moaning sounds and visible thrusting motions. The sexual scenes are not explicit, as there are no details of nudity. Only the face and bare shoulders of the female character can be seen from the protagonist’s first-person perspective most of the time. The M18 guidelines allow the “portrayal of non-detailed sexual activity with some frontal nudity”.

The game also features frequent use of the expletive ‘f**k’ and its variations that can be heard in the game dialogue."
2020,???JET GIRLS,KANDAGAWA JET GIRLS,na,SEGA,2020,ASIA,Sony Playstation 4,Advisory 16,Suitable for 16 & Above,"“???JET GIRLS” is a jet ski racing game set in a futuristic Japan. The game revolves around high-tech jet ski races where one girl pilots a jet ski, while another girl shoots obstacles and other jet skiers with a water gun.

The game is rated Advisory 16 (Suitable for 16 & Above).
Gameplay involves controlling a jet ski team to race in the water canals of various Japanese cities. The player toggles between controlling the driver and the shooter. The driver maneuverers around the various obstacles in the race course and picks up various power-ups; the shooter uses the power-ups to replenish the shields and slow enemies, and uses the water gun to clear obstacles and shoot the other teams. The female characters can also take part in various mini-games aside from the races.

By winning races, the player is able to earn points to purchase customisation options for the jet ski and additional costumes for the girls, including bikinis that expose the cleavages of the female characters. During the preview in the dressing room, the bosom of the girls visibly jiggle when the player rotates the 3D character models. The player is also able to zoom in for a closer look of the bosom. Once the bikini costume has been unlocked and equipped, the girls will be dressed in the bikini during races, as well as in mini-games where they clean the jet ski and run on a treadmill. As such, the game is more appropriately classified under an Advisory 16 rating where the Classification Guidelines permit ““still or moving images which may be mildly suggestive e.g. scantily-clad women in bikinis or lingerie.”"
2020,MLB THE SHOW 20,MLB THE SHOW 20,na,SONY INTERACTIVE ENTERTAINMENT INC.,2020,ASIA,Sony Playstation 4,General,na,na
2020,LA-MULANA 1 & 2: HIDDEN TREASURES EDITION,LA-MULANA 1 & 2: HIDDEN TREASURES EDITION,na,NIS AMERICA,2020,US,Nintendo Switch,Advisory 16,Suitable for 16 & Above,"""La-Mulana 1 & 2"" is a compilation of two adventure games revolving around the archaeologist Lemeza Kosugi and his daughter Lumisa. In the first game, Lemeza aims to find the hidden treasures in the ruins of La-Mulana. In the second game, Lemeza has gone missing and Lumisa returns to the ruins to find her father.

The game is rated Advisory 16 (Suitable for 16 & Above).

Gameplay involves controlling the protagonists to explore the various levels of the ruins. The player has to overcome platform obstacles and solve puzzles in order to progress to the next area. Various supernatural enemies block the way and the protagonists typically use their whips to defeat them. Additional weapons such as shuriken and battle-axes may be obtained and used to inflict more damage on these enemies.

Some of the mythical creatures faced by the protagonists display various degrees of nudity, such as a goat demon with red markings on her naked body and some female deities with hair covering their breasts. The protagonists will also encounter Naga, which are creatures with a female human upper body and a serpent lower body. Engaging in conversation with them displays a still image of their topless upper body, with long hair covering their breasts. The in-game bestiary also contains still images of these creatures. As there are no explicit details of nudity, the game can be classified at an Adv 16 rating where the Classification Guidelines permit ""nudity without details”."
2020,NAMCOT COLLECTION,NAMCOT COLLECTION,na,BANDAI NAMCO ENTERTAINMENT ASIA PTE LTD,2020,ASIA,"Nintendo Switch,PC",General,na,na
2020,MY HERO ONE'S JUSTICE 2,MY HERO ONE'S JUSTICE 2,na,BANDAI NAMCO ENTERTAINMENT ASIA PTE LTD,2020,ASIA,"Nintendo Switch,PC,Sony Playstation 4,Xbox One",General,na,na
2020,???14,ROMANCE OF THE THREE KINGDOMS XIV,ROMANCE OF THE THREE KINGDOMS 14,KOEI TECMO,2020,ASIA,"Nintendo Switch,PC,Sony Playstation 4",General,na,na
2020,UNDEAD ARENA,UNDEAD ARENA,na,ZERO LATENCY VR,2020,AUS,"Others, please specify",Mature 18,Violence,"‘Undead Arena’ is a virtual reality (VR) first-person shooter set in a post-apocalyptic world, where players will battle waves of zombies within fortified arenas. The objective is to compete for the highest score by killing as many zombies as possible.

The game is rated M18 for violence.

Matches take place in a two-storey arena fortified with barricades and obstacles. Players equip themselves with an assault rifle, a shotgun and a crossbow to defend against waves of zombies. Defensive traps placed in strategic places around the arena (Eg. explosive barrels, flamethrowers) can also be triggered to kill zombies that come within range. At the end of each wave, the scores are tabulated on a scoreboard.

There are frequent depictions of blood splatter when zombies are shot. They also exhibit blood stains and lacerations on their faces and bodies. Headshots frequently cause the exterior of the zombie’s head to pop off, exposing the brain with clear detail before the corpses disintegrate and fade away. These depictions can be contained under the M18 rating, which permits “depictions of realistic violence, such as killing, maiming or causing other serious injury to humanoid characters.”"
2020,MARVEL'S IRON MAN VR,MARVEL'S IRON MAN VR,na,SONY INTERACTIVE ENTERTAINMENT INC.,2020,ASIA,Sony Playstation 4,General,na,na
2020,MONSTER ENERGY SUPERCROSS 3: THE OFFICIAL VIDEOGAME,MONSTER ENERGY SUPERCROSS 3: THE OFFICIAL VIDEOGAME,na,MILESTONE S.R.L,2020,EURO,"Sony Playstation 4,Xbox One",General,na,na
2020,TALES OF THE TINY PLANET,TALES OF THE TINY PLANET,na,PIXELSPLIT,2020,US,Nintendo Switch,General,na,na
2020,DISASTER REPORT 4: SUMMER MEMORIES,DISASTER REPORT 4: SUMMER MEMORIES,na,NIS AMERICA,2020,US,Nintendo Switch,General,na,na
2020,MOTOGP 20,MOTOGP 20,MOTO GP 20,MILESTONE S.R.L,2020,EURO,"Nintendo Switch,Sony Playstation 4,Xbox One",General,na,na
2020,GEARS TACTICS,GEARS TACTICS,na,XBOX GAME STUDIOS,2020,ASIA,"PC,Xbox One,Xbox One X,Xbox Series X/S",Mature 18,VIOLENCE AND GORE,"‘Gears Tactics’ is a sci-fi turn-based strategy game that takes place on the planet Sera. Humanity is under siege from aliens known as the Locust Horde that have emerged from underground. The story follows elite soldier Gabe Diaz, as he rallies and leads a squad of surviving soldiers to counter the alien threat and to hunt down the Locust mastermind Ukkon.

The game is rated M18 for violence and gore.

Played from a top-down, isometric perspective, the player will command a squad of soldiers on the battlefield to navigate the battlefield and fight enemies in turn-based combat. A variety of missions need to be completed to progress the story, and victory requires the player to meet certain conditions, such as killing specific targets and rescuing other characters. During battles, the player and enemy factions will take turns to select the actions of each individual unit, including movements and attacks. The soldiers must find cover behind barricades, fixtures and objects to gain defensive advantages. They can use a variety of weapons (Eg. pistols, assault rifles, shotguns and grenades), and skill buffs to take on enemies.
 
There are frequent depictions of violence, including blood splatter effects that stain surrounding surfaces and characters. Human and alien characters can be decapitated or dismembered when killed, and explode into chunks. Enemies can also be instantly killed with ‘execution’ moves, resulting in a close-up and gory depiction of death. The M18 guidelines allow “Depictions of realistic violence, such as killing, maiming or causing other serious injury to humanoid characters”.

The dialogue contains coarse language, including ‘asshole’, ‘bitch’ and the occasional use of ‘f**k’. The guidelines for M18 permit “frequent use of strong coarse language.”"
2020,CARLY AND THE REAPER MAN,CARLY AND THE REAPER MAN,na,PERPETUAL EUROPE,2020,EURO,Sony Playstation 4,General,na,na
2020,POKEMON MYSTERY DUNGEON™: RESCUE TEAM DX,POKEMON MYSTERY DUNGEON: RESCUE TEAM DX,na,NINTENDO,2020,US,Nintendo Switch,General,na,na
2020,SWORD ART ONLINE: ALICIZATION LYCORIS,SWORD ART ONLINE: ALICIZATION LYCORIS,na,BANDAI NAMCO ENTERTAINMENT ASIA PTE LTD,2020,ASIA,"PC,Sony Playstation 4,Xbox One",Advisory 16,Suitable for 16 & Above,"“Sword Art Online: Alicization Lycoris” is an action roleplaying game that takes place during the Alicization Arc of the popular anime, Sword Art Online: Alicization. The player assumes the role of Kirito, who awakens in a mysterious virtual world called The Underworld. Together with his friends, Kirito goes on a quest to defeat the Administrator, The Underworld’s ruler and highest minister of the Axiom Church. 

The game is rated Advisory 16 (Suitable for 16 & Above).  

Played from a third-person perspective, the player uses swords to fight fantastical creatures and human characters. Combat sequences depict mild violence where characters slash their weapons at enemies. The game’s story is progressed by cinematic scenes that typically play after completing quests and battles.

Bright flashes of light, hit-points and sound effects appear onscreen to represent damage as characters are hit by attacks. Apart from these effects, some blood sprays are seen during combat with human characters. When defeated, enemies collapse or freeze on the spot until the end of the battle. Cinematic scenes occasionally depict violence, such as characters being impaled and injured characters seen lying in pools of blood. The violence in the cut scenes are not detailed as they are usually implied, off-screen or obscured by some parts of the body.

During the course of the game, the player may encounter still images of female characters that are dressed suggestively in cleavage-revealing outfits, in compromising positions or situations. Sometimes, their clothing is seen in tatters. There are also some suggestive references in the dialogue, such as a male character recounting how he forced a female page to massage him while she was clad in underwear, and a female character promising intimacy with an underling as incentive for him to defeat the protagonist. These suggestive images and references do not contain details, and can be permitted under the Advisory 16 guidelines which allow “still or moving images which may be mildly suggestive”."
2020,WAR TECH FIGHTERS,WAR TECH FIGHTERS,na,RED ART GAMES,2020,EURO,Nintendo Switch,General,na,na
2020,GALAK-Z: THE VOID / SKULLS OF THE SHOGUN: BONE-A-FIDE EDITION - PLATINUM PACK,GALAK-Z: THE VOID / SKULLS OF THE SHOGUN: BONE-A-FIDE EDITION - PLATINUM PACK,na,MAXIMUM GAMES,2020,US,"Nintendo Switch,Sony Playstation 4",General,na,na
